ReadingID,AnimalID,AnimalType,AnimalName,Longitude,Latitude,Timestamp
1,27,6,Zebra,76.432301,11.620655,2025-08-06 21:49:45
1,28,7,Rhino,76.778787,11.601502,2025-08-06 21:49:45
1,29,8,Buffalo,76.583038,11.779827,2025-08-06 21:49:45
1,30,9,Hippo,76.464837,11.793109,2025-08-06 21:49:45
1,31,0,Lion,76.621491,11.652419,2025-08-06 21:49:45
1,32,1,Tiger,76.779705,11.820392,2025-08-06 21:49:45
1,33,2,Bear,76.510446,11.829035,2025-08-06 21:49:45
1,34,3,Wolf,76.407285,11.880331,2025-08-06 21:49:45
1,35,4,Elephant,76.576479,11.617188,2025-08-06 21:49:45
1,36,5,Giraffe,76.529374,11.953429,2025-08-06 21:49:45
1,37,6,Zebra,76.538005,11.957604,2025-08-06 21:49:45
1,38,7,Rhino,76.452788,11.750090,2025-08-06 21:49:45
1,39,8,Buffalo,76.224525,11.841145,2025-08-06 21:49:45
1,40,9,Hippo,76.757360,11.764006,2025-08-06 21:49:45
1,41,0,Lion,76.783978,11.889328,2025-08-06 21:49:45
1,42,1,Tiger,76.336808,11.994983,2025-08-06 21:49:45
1,43,2,Bear,76.624824,11.760222,2025-08-06 21:49:45
1,44,3,Wolf,76.654176,11.903891,2025-08-06 21:49:45
1,45,4,Elephant,76.290365,11.843013,2025-08-06 21:49:45
1,46,5,Giraffe,76.783764,11.762212,2025-08-06 21:49:45
1,47,6,Zebra,76.711536,11.903024,2025-08-06 21:49:45
1,48,7,Rhino,76.761547,11.758452,2025-08-06 21:49:45
1,49,8,Buffalo,76.635142,11.940245,2025-08-06 21:49:45
1,50,9,Hippo,76.315851,11.824165,2025-08-06 21:49:45
2,1,0,Lion,76.774920,11.923557,2025-08-06 22:49:45
2,2,1,Tiger,76.700150,11.742033,2025-08-06 22:49:45
2,3,2,Bear,76.881649,11.663186,2025-08-06 22:49:45
2,4,3,Wolf,76.899786,11.698477,2025-08-06 22:49:45
2,5,4,Elephant,76.779556,11.884091,2025-08-06 22:49:45
2,6,5,Giraffe,76.834822,11.643226,2025-08-06 22:49:45
2,7,6,Zebra,76.665883,11.762420,2025-08-06 22:49:45
2,8,7,Rhino,76.730506,11.618519,2025-08-06 22:49:45
2,9,8,Buffalo,76.520252,11.987988,2025-08-06 22:49:45
2,10,9,Hippo,76.877355,11.820246,2025-08-06 22:49:45
2,11,0,Lion,76.221021,11.814765,2025-08-06 22:49:45
2,12,1,Tiger,76.752873,11.753655,2025-08-06 22:49:45
2,13,2,Bear,76.215360,11.962438,2025-08-06 22:49:45
2,14,3,Wolf,76.326597,11.646144,2025-08-06 22:49:45
2,15,4,Elephant,76.839650,11.831025,2025-08-06 22:49:45
2,16,5,Giraffe,76.420508,11.879513,2025-08-06 22:49:45
2,17,6,Zebra,76.837706,11.691372,2025-08-06 22:49:45
2,18,7,Rhino,76.746422,11.604224,2025-08-06 22:49:45
2,19,8,Buffalo,76.873104,11.913913,2025-08-06 22:49:45
2,20,9,Hippo,76.892459,11.898337,2025-08-06 22:49:45
2,21,0,Lion,76.682846,11.898190,2025-08-06 22:49:45
2,22,1,Tiger,76.780645,11.833283,2025-08-06 22:49:45
2,23,2,Bear,76.568896,11.965746,2025-08-06 22:49:45
2,24,3,Wolf,76.266930,11.609314,2025-08-06 22:49:45
2,25,4,Elephant,76.775027,11.678616,2025-08-06 22:49:45
2,26,5,Giraffe,76.706067,11.922947,2025-08-06 22:49:45
2,27,6,Zebra,76.345119,11.846333,2025-08-06 22:49:45
2,28,7,Rhino,76.452980,11.728861,2025-08-06 22:49:45
2,29,8,Buffalo,76.210489,11.683499,2025-08-06 22:49:45
2,30,9,Hippo,76.422517,11.958983,2025-08-06 22:49:45
2,31,0,Lion,76.202628,11.980786,2025-08-06 22:49:45
2,32,1,Tiger,76.479449,11.760930,2025-08-06 22:49:45
2,33,2,Bear,76.338411,11.751628,2025-08-06 22:49:45
2,34,3,Wolf,76.680645,11.618628,2025-08-06 22:49:45
2,35,4,Elephant,76.274664,11.617273,2025-08-06 22:49:45
2,36,5,Giraffe,76.741337,11.917368,2025-08-06 22:49:45
2,37,6,Zebra,76.279064,11.792547,2025-08-06 22:49:45
2,38,7,Rhino,76.547148,11.715885,2025-08-06 22:49:45
2,39,8,Buffalo,76.413907,11.934922,2025-08-06 22:49:45
2,40,9,Hippo,76.683978,11.888144,2025-08-06 22:49:45
2,41,0,Lion,76.579940,11.919358,2025-08-06 22:49:45
2,42,1,Tiger,76.207520,11.796832,2025-08-06 22:49:45
2,43,2,Bear,76.217090,11.601502,2025-08-06 22:49:45
2,44,3,Wolf,76.424354,11.661745,2025-08-06 22:49:45
2,45,4,Elephant,76.308866,11.831550,2025-08-06 22:49:45
2,46,5,Giraffe,76.706302,11.784930,2025-08-06 22:49:45
2,47,6,Zebra,76.887225,11.981420,2025-08-06 22:49:45
2,48,7,Rhino,76.710169,11.995483,2025-08-06 22:49:45
2,49,8,Buffalo,76.885067,11.847786,2025-08-06 22:49:45
2,50,9,Hippo,76.624717,11.676345,2025-08-06 22:49:45
3,1,0,Lion,76.533006,11.993323,2025-08-06 23:49:45
3,2,1,Tiger,76.516321,11.735722,2025-08-06 23:49:45
3,3,2,Bear,76.547362,11.988745,2025-08-06 23:49:45
3,4,3,Wolf,76.896048,11.685293,2025-08-06 23:49:45
3,5,4,Elephant,76.406153,11.818085,2025-08-06 23:49:45
3,6,5,Giraffe,76.678872,11.988293,2025-08-06 23:49:45
3,7,6,Zebra,76.460158,11.909909,2025-08-06 23:49:45
3,8,7,Rhino,76.258235,11.639283,2025-08-06 23:49:45
3,9,8,Buffalo,76.375796,11.856551,2025-08-06 23:49:45
3,10,9,Hippo,76.266524,11.938755,2025-08-06 23:49:45
3,11,0,Lion,76.756697,11.684390,2025-08-06 23:49:45
3,12,1,Tiger,76.244285,11.624476,2025-08-06 23:49:45
3,13,2,Bear,76.440782,11.737297,2025-08-06 23:49:45
3,14,3,Wolf,76.389639,11.922691,2025-08-06 23:49:45
3,15,4,Elephant,76.519996,11.835774,2025-08-06 23:49:45
3,16,5,Giraffe,76.809827,11.881002,2025-08-06 23:49:45
3,17,6,Zebra,76.579150,11.774541,2025-08-06 23:49:45
3,18,7,Rhino,76.746699,11.746086,2025-08-06 23:49:45
3,19,8,Buffalo,76.301132,11.820832,2025-08-06 23:49:45
3,20,9,Hippo,76.598355,11.948253,2025-08-06 23:49:45
3,21,0,Lion,76.335249,11.675906,2025-08-06 23:49:45
3,22,1,Tiger,76.808267,11.855574,2025-08-06 23:49:45
3,23,2,Bear,76.875240,11.762456,2025-08-06 23:49:45
3,24,3,Wolf,76.444136,11.860164,2025-08-06 23:49:45
3,25,4,Elephant,76.244456,11.700211,2025-08-06 23:49:45
3,26,5,Giraffe,76.738496,11.758782,2025-08-06 23:49:45
3,27,6,Zebra,76.334629,11.832392,2025-08-06 23:49:45
3,28,7,Rhino,76.312284,11.790631,2025-08-06 23:49:45
3,29,8,Buffalo,76.895193,11.865340,2025-08-06 23:49:45
3,30,9,Hippo,76.654176,11.694620,2025-08-06 23:49:45
3,31,0,Lion,76.719953,11.684060,2025-08-06 23:49:45
3,32,1,Tiger,76.876586,11.748698,2025-08-06 23:49:45
3,33,2,Bear,76.328455,11.605982,2025-08-06 23:49:45
3,34,3,Wolf,76.321085,11.953648,2025-08-06 23:49:45
3,35,4,Elephant,76.388250,11.935435,2025-08-06 23:49:45
3,36,5,Giraffe,76.634565,11.723966,2025-08-06 23:49:45
3,37,6,Zebra,76.275198,11.881527,2025-08-06 23:49:45
3,38,7,Rhino,76.688101,11.848299,2025-08-06 23:49:45
3,39,8,Buffalo,76.819098,11.701737,2025-08-06 23:49:45
3,40,9,Hippo,76.460500,11.881832,2025-08-06 23:49:45
3,41,0,Lion,76.230656,11.733793,2025-08-06 23:49:45
3,42,1,Tiger,76.258556,11.933274,2025-08-06 23:49:45
3,43,2,Bear,76.557723,11.778362,2025-08-06 23:49:45
3,44,3,Wolf,76.895428,11.608850,2025-08-06 23:49:45
3,45,4,Elephant,76.366546,11.694937,2025-08-06 23:49:45
3,46,5,Giraffe,76.299402,11.875826,2025-08-06 23:49:45
3,47,6,Zebra,76.796026,11.873629,2025-08-06 23:49:45
3,48,7,Rhino,76.574941,11.808051,2025-08-06 23:49:45
3,49,8,Buffalo,76.680773,11.645143,2025-08-06 23:49:45
3,50,9,Hippo,76.687524,11.976061,2025-08-06 23:49:45
4,1,0,Lion,76.890899,11.891610,2025-08-07 00:49:45
4,2,1,Tiger,76.694488,11.644191,2025-08-07 00:49:45
4,3,2,Bear,76.584405,11.920579,2025-08-07 00:49:45
4,4,3,Wolf,76.393741,11.937254,2025-08-07 00:49:45
4,5,4,Elephant,76.620017,11.664931,2025-08-07 00:49:45
4,6,5,Giraffe,76.812006,11.739140,2025-08-07 00:49:45
4,7,6,Zebra,76.326362,11.671047,2025-08-07 00:49:45
4,8,7,Rhino,76.504465,11.686160,2025-08-07 00:49:45
4,9,8,Buffalo,76.775304,11.937645,2025-08-07 00:49:45
4,10,9,Hippo,76.688186,11.817158,2025-08-07 00:49:45
4,11,0,Lion,76.755501,11.667971,2025-08-07 00:49:45
4,12,1,Tiger,76.680432,11.843355,2025-08-07 00:49:45
4,13,2,Bear,76.693719,11.797906,2025-08-07 00:49:45
4,14,3,Wolf,76.464302,11.600171,2025-08-07 00:49:45
4,15,4,Elephant,76.720231,11.962072,2025-08-07 00:49:45
4,16,5,Giraffe,76.253386,11.843525,2025-08-07 00:49:45
4,17,6,Zebra,76.425614,11.760942,2025-08-07 00:49:45
4,18,7,Rhino,76.577313,11.753179,2025-08-07 00:49:45
4,19,8,Buffalo,76.505576,11.991211,2025-08-07 00:49:45
4,20,9,Hippo,76.459987,11.705741,2025-08-07 00:49:45
4,21,0,Lion,76.540675,11.701773,2025-08-07 00:49:45
4,22,1,Tiger,76.712647,11.679470,2025-08-07 00:49:45
4,23,2,Bear,76.807926,11.938255,2025-08-07 00:49:45
4,24,3,Wolf,76.813266,11.853865,2025-08-07 00:49:45
4,25,4,Elephant,76.271160,11.638050,2025-08-07 00:49:45
4,26,5,Giraffe,76.594467,11.766008,2025-08-07 00:49:45
4,27,6,Zebra,76.746956,11.738847,2025-08-07 00:49:45
4,28,7,Rhino,76.811664,11.786761,2025-08-07 00:49:45
4,29,8,Buffalo,76.292865,11.762847,2025-08-07 00:49:45
4,30,9,Hippo,76.513352,11.678677,2025-08-07 00:49:45
4,31,0,Lion,76.515317,11.739238,2025-08-07 00:49:45
4,32,1,Tiger,76.685495,11.998694,2025-08-07 00:49:45
4,33,2,Bear,76.343410,11.727519,2025-08-07 00:49:45
4,34,3,Wolf,76.891626,11.907663,2025-08-07 00:49:45
4,35,4,Elephant,76.265862,11.804059,2025-08-07 00:49:45
4,36,5,Giraffe,76.480902,11.949571,2025-08-07 00:49:45
4,37,6,Zebra,76.778146,11.974462,2025-08-07 00:49:45
4,38,7,Rhino,76.885900,11.762688,2025-08-07 00:49:45
4,39,8,Buffalo,76.836061,11.674160,2025-08-07 00:49:45
4,40,9,Hippo,76.281436,11.685293,2025-08-07 00:49:45
4,41,0,Lion,76.363448,11.919944,2025-08-07 00:49:45
4,42,1,Tiger,76.227515,11.818415,2025-08-07 00:49:45
4,43,2,Bear,76.710190,11.774468,2025-08-07 00:49:45
4,44,3,Wolf,76.866909,11.908090,2025-08-07 00:49:45
4,45,4,Elephant,76.807733,11.786932,2025-08-07 00:49:45
4,46,5,Giraffe,76.800235,11.609680,2025-08-07 00:49:45
4,47,6,Zebra,76.418992,11.671706,2025-08-07 00:49:45
4,48,7,Rhino,76.609955,11.696744,2025-08-07 00:49:45
4,49,8,Buffalo,76.529566,11.687918,2025-08-07 00:49:45
4,50,9,Hippo,76.255309,11.776861,2025-08-07 00:49:45
5,1,0,Lion,76.376757,11.782281,2025-08-07 01:49:45
5,2,1,Tiger,76.510019,11.877035,2025-08-07 01:49:45
5,3,2,Bear,76.763811,11.957689,2025-08-07 01:49:45
5,4,3,Wolf,76.764495,11.861141,2025-08-07 01:49:45
5,5,4,Elephant,76.555843,11.930064,2025-08-07 01:49:45
5,6,5,Giraffe,76.564815,11.641896,2025-08-07 01:49:45
5,7,6,Zebra,76.204678,11.936131,2025-08-07 01:49:45
5,8,7,Rhino,76.709977,11.749858,2025-08-07 01:49:45
5,9,8,Buffalo,76.598932,11.954222,2025-08-07 01:49:45
5,10,9,Hippo,76.779342,11.621888,2025-08-07 01:49:45
5,11,0,Lion,76.586905,11.601099,2025-08-07 01:49:45
5,12,1,Tiger,76.812369,11.971801,2025-08-07 01:49:45
5,13,2,Bear,76.368532,11.966979,2025-08-07 01:49:45
5,14,3,Wolf,76.512284,11.805377,2025-08-07 01:49:45
5,15,4,Elephant,76.803845,11.651222,2025-08-07 01:49:45
5,16,5,Giraffe,76.895770,11.642531,2025-08-07 01:49:45
5,17,6,Zebra,76.234117,11.861519,2025-08-07 01:49:45
5,18,7,Rhino,76.360158,11.908933,2025-08-07 01:49:45
5,19,8,Buffalo,76.563469,11.638649,2025-08-07 01:49:45
5,20,9,Hippo,76.590622,11.659694,2025-08-07 01:49:45
5,21,0,Lion,76.396774,11.669716,2025-08-07 01:49:45
5,22,1,Tiger,76.278594,11.797601,2025-08-07 01:49:45
5,23,2,Bear,76.281713,11.751946,2025-08-07 01:49:45
5,24,3,Wolf,76.473830,11.948326,2025-08-07 01:49:45
5,25,4,Elephant,76.651250,11.969982,2025-08-07 01:49:45
5,26,5,Giraffe,76.241487,11.955223,2025-08-07 01:49:45
5,27,6,Zebra,76.713352,11.848824,2025-08-07 01:49:45
5,28,7,Rhino,76.846635,11.956139,2025-08-07 01:49:45
5,29,8,Buffalo,76.585559,11.945079,2025-08-07 01:49:45
5,30,9,Hippo,76.637428,11.604749,2025-08-07 01:49:45
5,31,0,Lion,76.220231,11.739018,2025-08-07 01:49:45
5,32,1,Tiger,76.249626,11.998914,2025-08-07 01:49:45
5,33,2,Bear,76.218201,11.889914,2025-08-07 01:49:45
5,34,3,Wolf,76.303568,11.678567,2025-08-07 01:49:45
5,35,4,Elephant,76.877313,11.917100,2025-08-07 01:49:45
5,36,5,Giraffe,76.715809,11.855721,2025-08-07 01:49:45
5,37,6,Zebra,76.372677,11.769390,2025-08-07 01:49:45
5,38,7,Rhino,76.597394,11.838813,2025-08-07 01:49:45
5,39,8,Buffalo,76.315851,11.945238,2025-08-07 01:49:45
5,40,9,Hippo,76.860500,11.814289,2025-08-07 01:49:45
5,41,0,Lion,76.689532,11.826167,2025-08-07 01:49:45
5,42,1,Tiger,76.805341,11.947630,2025-08-07 01:49:45
5,43,2,Bear,76.804486,11.686038,2025-08-07 01:49:45
5,44,3,Wolf,76.609229,11.766314,2025-08-07 01:49:45
5,45,4,Elephant,76.876138,11.638514,2025-08-07 01:49:45
5,46,5,Giraffe,76.289596,11.987536,2025-08-07 01:49:45
5,47,6,Zebra,76.567272,11.785382,2025-08-07 01:49:45
5,48,7,Rhino,76.763021,11.952733,2025-08-07 01:49:45
5,49,8,Buffalo,76.293655,11.628114,2025-08-07 01:49:45
5,50,9,Hippo,76.371908,11.631751,2025-08-07 01:49:45
6,1,0,Lion,76.239863,11.805206,2025-08-07 02:49:45
6,2,1,Tiger,76.200983,11.759075,2025-08-07 02:49:45
6,3,2,Bear,76.781777,11.817853,2025-08-07 02:49:45
6,4,3,Wolf,76.355116,11.864473,2025-08-07 02:49:45
6,5,4,Elephant,76.662743,11.606311,2025-08-07 02:49:45
6,6,5,Giraffe,76.520701,11.760772,2025-08-07 02:49:45
6,7,6,Zebra,76.820637,11.839668,2025-08-07 02:49:45
6,8,7,Rhino,76.282141,11.851155,2025-08-07 02:49:45
6,9,8,Buffalo,76.411963,11.981225,2025-08-07 02:49:45
6,10,9,Hippo,76.615809,11.818439,2025-08-07 02:49:45
6,11,0,Lion,76.630634,11.792328,2025-08-07 02:49:45
6,12,1,Tiger,76.632493,11.858919,2025-08-07 02:49:45
6,13,2,Bear,76.767742,11.736906,2025-08-07 02:49:45
6,14,3,Wolf,76.791348,11.623231,2025-08-07 02:49:45
6,15,4,Elephant,76.709464,11.949266,2025-08-07 02:49:45
6,16,5,Giraffe,76.356142,11.826777,2025-08-07 02:49:45
6,17,6,Zebra,76.620081,11.627686,2025-08-07 02:49:45
6,18,7,Rhino,76.316428,11.692117,2025-08-07 02:49:45
6,19,8,Buffalo,76.806644,11.716373,2025-08-07 02:49:45
6,20,9,Hippo,76.245161,11.985998,2025-08-07 02:49:45
6,21,0,Lion,76.212348,11.938047,2025-08-07 02:49:45
6,22,1,Tiger,76.314570,11.613221,2025-08-07 02:49:45
6,23,2,Bear,76.735719,11.839875,2025-08-07 02:49:45
6,24,3,Wolf,76.442619,11.930369,2025-08-07 02:49:45
6,25,4,Elephant,76.421961,11.715311,2025-08-07 02:49:45
6,26,5,Giraffe,76.791305,11.941136,2025-08-07 02:49:45
6,27,6,Zebra,76.223862,11.864022,2025-08-07 02:49:45
6,28,7,Rhino,76.489105,11.736564,2025-08-07 02:49:45
6,29,8,Buffalo,76.378829,11.652651,2025-08-07 02:49:45
6,30,9,Hippo,76.899423,11.742155,2025-08-07 02:49:45
6,31,0,Lion,76.598975,11.638990,2025-08-07 02:49:45
6,32,1,Tiger,76.506623,11.934446,2025-08-07 02:49:45
6,33,2,Bear,76.421235,11.821760,2025-08-07 02:49:45
6,34,3,Wolf,76.341829,11.789727,2025-08-07 02:49:45
6,35,4,Elephant,76.614270,11.678738,2025-08-07 02:49:45
6,36,5,Giraffe,76.720209,11.927317,2025-08-07 02:49:45
6,37,6,Zebra,76.589105,11.855721,2025-08-07 02:49:45
6,38,7,Rhino,76.511664,11.809674,2025-08-07 02:49:45
6,39,8,Buffalo,76.410361,11.968688,2025-08-07 02:49:45
6,40,9,Hippo,76.716813,11.662294,2025-08-07 02:49:45
6,41,0,Lion,76.254924,11.981787,2025-08-07 02:49:45
6,42,1,Tiger,76.470070,11.775494,2025-08-07 02:49:45
6,43,2,Bear,76.314975,11.623609,2025-08-07 02:49:45
6,44,3,Wolf,76.541829,11.750664,2025-08-07 02:49:45
6,45,4,Elephant,76.292160,11.704215,2025-08-07 02:49:45
6,46,5,Giraffe,76.361461,11.653725,2025-08-07 02:49:45
6,47,6,Zebra,76.779983,11.795477,2025-08-07 02:49:45
6,48,7,Rhino,76.833113,11.638038,2025-08-07 02:49:45
6,49,8,Buffalo,76.781008,11.737126,2025-08-07 02:49:45
6,50,9,Hippo,76.366182,11.999268,2025-08-07 02:49:45
7,1,0,Lion,76.655992,11.831196,2025-08-07 03:49:45
7,2,1,Tiger,76.592331,11.824848,2025-08-07 03:49:45
7,3,2,Bear,76.551741,11.987194,2025-08-07 03:49:45
7,4,3,Wolf,76.790814,11.800580,2025-08-07 03:49:45
7,5,4,Elephant,76.804508,11.880490,2025-08-07 03:49:45
7,6,5,Giraffe,76.294125,11.736515,2025-08-07 03:49:45
7,7,6,Zebra,76.665734,11.986584,2025-08-07 03:49:45
7,8,7,Rhino,76.495856,11.975158,2025-08-07 03:49:45
7,9,8,Buffalo,76.447490,11.953636,2025-08-07 03:49:45
7,10,9,Hippo,76.532472,11.643873,2025-08-07 03:49:45
7,11,0,Lion,76.633668,11.775689,2025-08-07 03:49:45
7,12,1,Tiger,76.661034,11.714701,2025-08-07 03:49:45
7,13,2,Bear,76.254561,11.829328,2025-08-07 03:49:45
7,14,3,Wolf,76.404700,11.833393,2025-08-07 03:49:45
7,15,4,Elephant,76.671416,11.635975,2025-08-07 03:49:45
7,16,5,Giraffe,76.587909,11.680569,2025-08-07 03:49:45
7,17,6,Zebra,76.267507,11.812531,2025-08-07 03:49:45
7,18,7,Rhino,76.533006,11.827534,2025-08-07 03:49:45
7,19,8,Buffalo,76.893442,11.872799,2025-08-07 03:49:45
7,20,9,Hippo,76.240269,11.648927,2025-08-07 03:49:45
7,21,0,Lion,76.362423,11.942186,2025-08-07 03:49:45
7,22,1,Tiger,76.223371,11.655068,2025-08-07 03:49:45
7,23,2,Bear,76.243602,11.848164,2025-08-07 03:49:45
7,24,3,Wolf,76.421747,11.806207,2025-08-07 03:49:45
7,25,4,Elephant,76.449306,11.649086,2025-08-07 03:49:45
7,26,5,Giraffe,76.662145,11.971386,2025-08-07 03:49:45
7,27,6,Zebra,76.763662,11.863631,2025-08-07 03:49:45
7,28,7,Rhino,76.591070,11.694314,2025-08-07 03:49:45
7,29,8,Buffalo,76.409250,11.863717,2025-08-07 03:49:45
7,30,9,Hippo,76.849925,11.828779,2025-08-07 03:49:45
7,31,0,Lion,76.398889,11.893039,2025-08-07 03:49:45
7,32,1,Tiger,76.614826,11.606018,2025-08-07 03:49:45
7,33,2,Bear,76.468960,11.974010,2025-08-07 03:49:45
7,34,3,Wolf,76.273040,11.696780,2025-08-07 03:49:45
7,35,4,Elephant,76.241658,11.965355,2025-08-07 03:49:45
7,36,5,Giraffe,76.857723,11.630226,2025-08-07 03:49:45
7,37,6,Zebra,76.612839,11.633155,2025-08-07 03:49:45
7,38,7,Rhino,76.612754,11.732499,2025-08-07 03:49:45
7,39,8,Buffalo,76.312156,11.797504,2025-08-07 03:49:45
7,40,9,Hippo,76.610211,11.947288,2025-08-07 03:49:45
7,41,0,Lion,76.432728,11.817512,2025-08-07 03:49:45
7,42,1,Tiger,76.891391,11.700870,2025-08-07 03:49:45
7,43,2,Bear,76.676864,11.677139,2025-08-07 03:49:45
7,44,3,Wolf,76.453877,11.974303,2025-08-07 03:49:45
7,45,4,Elephant,76.814933,11.934275,2025-08-07 03:49:45
7,46,5,Giraffe,76.756590,11.745012,2025-08-07 03:49:45
7,47,6,Zebra,76.204251,11.795502,2025-08-07 03:49:45
7,48,7,Rhino,76.864068,11.960509,2025-08-07 03:49:45
7,49,8,Buffalo,76.464772,11.779376,2025-08-07 03:49:45
7,50,9,Hippo,76.702713,11.606531,2025-08-07 03:49:45
8,1,0,Lion,76.658342,11.630201,2025-08-07 04:49:45
8,2,1,Tiger,76.550096,11.832466,2025-08-07 04:49:45
8,3,2,Bear,76.568810,11.945323,2025-08-07 04:49:45
8,4,3,Wolf,76.629801,11.895871,2025-08-07 04:49:45
8,5,4,Elephant,76.729395,11.778033,2025-08-07 04:49:45
8,6,5,Giraffe,76.833134,11.689480,2025-08-07 04:49:45
8,7,6,Zebra,76.794403,11.878915,2025-08-07 04:49:45
8,8,7,Rhino,76.240077,11.812506,2025-08-07 04:49:45
8,9,8,Buffalo,76.302329,11.837800,2025-08-07 04:49:45
